0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.1999999
0,1.433333
0,2.66111
0,3.950925
0,4.959104
0,5.599253
0,6.266044
0,6.955036
0,7.395863
0,7.829886
0,8.191571
0,8.626308
0,9.055257
0,9.27938
0,9.399483
0,9.299569
0,9.082974
0,9.235811
0,8.829843
0,7.358202
0,6.131835
0,5.109863
0,4.25822
0,3.548517
0,2.957097
0,2.464248
0,2.05354
0,1.711283
0,1.42607
0,1.188391
0,0.9903262
0,0.8252719
0,0.6877266
0,0.5731055
0,0.4775879
0,-0.002009894
0,-1.335008
0,-2.645839
0,-3.804866
0,-4.704054
0,-5.653378
0,-6.377815
0,-7.181512
0,-7.784593
0,-8.153827
0,-8.328189
0,-8.473491
0,-8.661242
0,-9.017701
0,-9.248084
0,-9.373403
0,-9.611168
0,-9.875973
0,-10.09664
0,-9.947203
0,-9.689336
0,-9.474446
0,-9.562038
0,-9.835032
0,-9.795859
0,-9.829883
0,-9.791569
0,-9.959641
0,-10.03303
0,-8.360862
0,-6.967385
0,-5.806155
0,-4.838462
0,-4.032052
0,-3.360044
0,-2.800036
0,-2.333364
0,-1.94447
0,-1.620392
0,-1.350327
0,-1.125272
0,-0.9377269
0,-0.7814391
0,-0.6511993
0,-0.5426661
0,-0.4522218
0,-0.3768515
0,-0.3140429
0,-0.2617024
0,-0.2180854
0,-0.1817378
0,-0.1514482
0,-0.1262068
0,-0.1051724
0,-0.08764363
0,-0.07303637
0,-0.06086364
0,-0.0507197
0,-0.04226642
0,0.2981112
0,1.715092
0,2.962576
0,4.202147
0,5.235122
0,5.829268
0,6.524389
0,7.303657
0,7.953047
0,8.494205
0,8.611837
0,8.643198
0,8.735998
0,8.813332
0,9.211109
0,9.475924
0,9.56327
0,9.702724
0,9.95227
0,10.22689
0,9.989076
0,9.72423
0,9.503525
0,7.919604
0,6.59967
0,5.499726
0,4.583105
0,3.819254
0,3.182712
0,2.65226
0,2.210217
0,1.841848
0,1.534873
0,1.279061
0,1.065884
0,0.8882369
0,0.7401974
0,0.6168312
0,0.514026
0,0.428355
0,0.3569625
0,0.2974688
0,0.2478907
0,0.2065756
0,0.1721463
0,0.1434553
0,0.1195461
0,0.09962172
0,0.0830181
0,0.06918176
0,0.05765146
0,0.04804289
0,0.04003574
0,0.03336312
0,0.0278026
0,-0.04349781
0,-1.502914
0,-2.652428
0,-3.74369
0,-5.053075
0,-5.877562
0,-6.297968
