0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.06666664
0.424264,0.7464861
1.343503,1.612021
2.203815,2.427581
2.920743,3.107214
3.612464,3.767856
4.047476,4.17697
4.504268,4.612179
4.932067,5.021994
5.052865,5.127804
5.10639,5.168839
5.245274,5.297315
5.408152,5.451519
5.732445,5.768584
5.814127,5.844243
5.929336,5.954433
6.157289,5.244871
6.531074,4.370726
6.975895,3.642272
7.213245,3.035226
7.344371,2.529356
7.720309,2.107796
7.966924,1.756497
8.172437,1.463748
7.9794,1.455492
7.639449,2.202859
7.309017,2.778525
7.127937,3.352527
7.024177,3.878002
6.890571,4.268758
6.54353,4.358686
6.395751,4.575047
6.366882,4.849629
6.484246,5.219869
6.596838,5.009857
6.697365,4.174881
7.047804,3.479068
7.339836,2.899223
7.849863,2.416019
7.941552,2.01335
7.951293,1.677791
8.092744,1.39816
8.343953,1.165133
8.553294,0.9709442
8.594412,0.8091202
8.628676,0.6742669
8.85723,0.5618891
9.114358,0.4682409
9.195298,0.3902008
9.196081,0.3251674
9.063401,0.2709728
8.596624,-0.1513129
8.153803,-1.116043
7.831926,-1.967126
7.563694,-2.676361
7.43445,-3.361671
7.326746,-3.932764
7.189851,-4.361533
7.028633,-4.6717
6.941424,-4.977314
6.727329,-5.090571
6.596057,-5.232092
6.628085,-5.491447
6.701915,-5.754717
6.574878,-5.785547
6.516155,-5.858379
6.514359,-5.966213
6.560003,-6.103215
6.503759,-6.123102
6.504029,-6.186815
6.315693,-6.051348
6.300167,-6.079879
6.33437,-6.150796
6.457153,-6.304175
5.758085,-6.430603
4.704123,-6.319783
2.883013,-6.303576
1.365422,-6.290069
0.05362133,-6.325954
-0.9924052,-6.308718
-1.769813,-6.200074
-2.370512,-6.062397
-3.012517,-6.089087
-3.736082,-6.299891
-4.197632,-6.334139
-4.535116,-6.315539
-4.816353,-6.300039
-5.097858,-6.334263
-5.426726,-6.457064
-5.606502,-6.465117
-5.473473,-6.188985
-5.551177,-6.147437
-5.663071,-6.159954
-5.756315,-6.170384
-5.551177,-5.896235
-5.427368,-5.714917
-5.512756,-5.75238
-5.725334,-5.925021
-5.902483,-6.068888
-5.955825,-6.094497
-5.858856,-5.974416
-5.91947,-6.015769
-5.973331,-5.720248
-6.377776,-4.766874
-6.848146,-3.972395
-7.173455,-3.310329
-7.577879,-2.758608
-7.781566,-2.29884
-8.217971,-1.9157
-8.381642,-1.596417
-8.318035,-1.330347
-8.265029,-1.108623
