0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.04714045,-0.1138071
0.8878116,-0.9433671
1.824073,-1.870369
2.651432,-2.690012
3.293756,-3.325906
3.734746,-3.761538
4.243659,-4.265985
4.24349,-4.262094
4.761893,-4.777397
5.099615,-5.112535
5.428191,-5.438957
5.749144,-5.758116
6.016605,-6.024082
6.333771,-6.340001
6.03239,-6.037581
6.111222,-6.115548
6.035494,-6.039099
6.160949,-6.163953
6.218354,-6.220858
6.454754,-6.456841
6.557473,-6.559212
6.643072,-6.644521
6.384421,-6.385629
6.498862,-6.499869
6.59423,-6.595068
6.457527,-6.391559
6.781271,-5.3263
7.25106,-4.438583
7.642549,-3.69882
7.302124,-3.08235
7.685103,-2.568625
8.204252,-2.140521
8.57021,-1.783767
9.008508,-1.486473
9.173756,-1.238728
9.178129,-1.032273
9.115108,-0.8602276
8.729257,-0.7168564
9.141047,-0.5973803
9.150872,-0.497817
8.994762,-0.1791452
8.391304,0.7463806
8.076983,1.706214
7.956471,2.647496
7.477533,2.253388
7.697944,1.877823
7.948287,1.564853
8.290238,1.304044
8.708531,1.086703
8.857109,0.9055862
8.743259,1.650324
8.32314,2.412359
7.690197,2.764547
7.587009,3.4823
7.501019,4.080428
7.287939,4.437446
7.251794,4.876383
7.221673,5.242164
7.243712,5.594121
6.366411,5.391751
5.305343,5.826459
4.421119,6.255382
3.684266,7.012818
3.070222,7.710681
2.558518,7.958901
2.132099,7.965751
1.776749,8.171459
1.480624,7.942883
1.233854,8.219069
1.028211,8.51589
0.8568428,8.763242
0.7140357,8.969368
0.5950298,9.34114
0.4958582,9.584283
0.4132152,9.253569
0.344346,9.111307
0.286955,9.126089
0.003426919,8.97411
-1.175655,8.656936
-2.111083,8.345484
-2.843466,8.0388
-3.595206,7.924652
-3.891674,7.499545
-4.515854,7.522413
-4.941723,7.447189
-5.32619,6.347412
-6.038492,5.28951
-6.632076,4.407926
-7.32673,3.673271
-7.505608,3.06106
-7.588007,2.550883
-8.123339,2.125736
-8.636115,1.771447
-8.930096,1.476206
-9.041746,1.230172
-9.001455,1.025143
-9.034546,0.8542859
-8.595455,0.7119049
-8.962879,0.5932541
-9.135733,0.4943785
-9.279777,0.4119821
-9.46648,0.3433184
-9.7554,0.2860987
-9.996166,0.2384156
-9.663472,0.1986797
-9.252893,0.1655664
-9.110744,0.137972
-9.258953,0.1149767
-9.58246,0.09581391
-9.785383,0.07984493
-9.821153,0.06653745
-9.784293,0.05544788
-9.353578,0.04620657
-8.862702,-0.762882
-8.422675,-1.672825
-8.055986,-2.43111
-7.891833,-3.204436
